Publication_ID	Article_Title	Journal_Name	Publication_Year	Data_Set	Lifestyle_Factor_Count	Disease_Count	Relations_Count	Abstract_Text
17266427	The ethical group psychotherapist: a coda.	International journal of group psychotherapy	2007	train	2	0	0	The ethical group psychotherapist: a coda.  This concluding article of a two-part special section on the ethical group psychotherapist are highlighted: (1) the importance of the cultivation of the skill and knowledge base of the group psychotherapist in terms of pertinent legal statutes and ethical guidelines; (2) the criticalness of certain personality features related to the concept of virtue; (3) a therapist's self-awareness contributes to the capacities to think and respond ethically; (4) ethical decision making is most likely to occur when the group psychotherapist attends comprehensively to all dimensions that define the setting in which a dilemma emerges; and (5) that in the service of positive ethics, attention to the ethical dimensions of group psychotherapy practice should be continuously present. In agreement with other contributions to this section, I conclude that the commitment to the ethical practice of group psychotherapy must be made not only by the individual practitioner but also by educational and training programs and professional organizations.  
27443814	Associations between maternal periconceptional exposure to secondhand tobacco smoke and major birth defects.	American journal of obstetrics and gynecology	2016	train	30	26	14	Associations between maternal periconceptional exposure to secondhand tobacco smoke and major birth defects.  BACKGROUND: While associations between secondhand smoke and a few birth defects (namely, oral clefts and neural tube defects) have been noted in the scientific literature, to our knowledge, there is no single or comprehensive source of population-based information on its associations with a range of birth defects among nonsmoking mothers. OBJECTIVE: We utilized data from the National Birth Defects Prevention Study, a large population-based multisite case-control study, to examine associations between maternal reports of periconceptional exposure to secondhand smoke in the household or workplace/school and major birth defects. STUDY DESIGN: The multisite National Birth Defects Prevention Study is the largest case-control study of birth defects to date in the United States. We selected cases from birth defect groups having >100 total cases, as well as all nonmalformed controls (10,200), from delivery years 1997 through 2009; 44 birth defects were examined. After excluding cases and controls from multiple births and whose mothers reported active smoking or pregestational diabetes, we analyzed data on periconceptional secondhand smoke exposure-encompassing the period 1 month prior to conception through the first trimester. For the birth defect craniosynostosis, we additionally examined the effect of exposure in the second and third trimesters as well due to the potential sensitivity to teratogens for this defect throughout pregnancy. Covariates included in all final models of birth defects with >=5 exposed mothers were study site, previous live births, time between estimated date of delivery and interview date, maternal age at estimated date of delivery, race/ethnicity, education, body mass index, nativity, household income divided by number of people supported by this income, periconceptional alcohol consumption, and folic acid supplementation. For each birth defect examined, we used logistic regression analyses to estimate both crude and adjusted odds ratios and 95% confidence intervals for both isolated and total case groups for various sources of exposure (household only; workplace/school only; household and workplace/school; household or workplace/school). RESULTS: The prevalence of secondhand smoke exposure only across all sources ranged from 12.9-27.8% for cases and 14.5-15.8% for controls. The adjusted odds ratios for any vs no secondhand smoke exposure in the household or workplace/school and isolated birth defects were significantly elevated for neural tube defects (anencephaly: adjusted odds ratio, 1.66; 95% confidence interval, 1.22-2.25; and spina bifida: adjusted odds ratio, 1.49; 95% confidence interval, 1.20-1.86); orofacial clefts (cleft lip without cleft palate: adjusted odds ratio, 1.41; 95% confidence interval, 1.10-1.81; cleft lip with or without cleft palate: adjusted odds ratio, 1.24; 95% confidence interval, 1.05-1.46; cleft palate alone: adjusted odds ratio, 1.31; 95% confidence interval, 1.06-1.63); bilateral renal agenesis (adjusted odds ratio, 1.99; 95% confidence interval, 1.05-3.75); amniotic band syndrome-limb body wall complex (adjusted odds ratio, 1.66; 95% confidence interval, 1.10-2.51); and atrial septal defects, secundum (adjusted odds ratio, 1.37; 95% confidence interval, 1.09-1.72). There were no significant inverse associations observed. CONCLUSION: Additional studies replicating the findings are needed to better understand the moderate positive associations observed between periconceptional secondhand smoke and several birth defects in this analysis. Increased odds ratios resulting from chance (eg, multiple comparisons) or recall bias cannot be ruled out.  
25307527	Active cigarette smoking and risk of breast cancer.	International journal of cancer	2015	train	12	9	5	Active cigarette smoking and risk of breast cancer.  Although epidemiological evidence on the role of active cigarette smoking in breast cancer risk has been inconsistent, recent literature supports a modest association between smoking and breast cancer. This association is particularly observed in women who smoke for a long duration, or who smoke for a long time prior to their first pregnancy. Here, we provide updated results on cigarette smoking and breast cancer risk in the Canadian National Breast Screening Study (NBSS). The NBSS is a large cohort of 89,835 women, aged 40-59, who were followed for a mean of 22.1 years, resulting in the ascertainment of 6,549 incident cases of breast cancer. Cox proportional hazard models were used to estimate hazard ratios (HR) and 95% confidence intervals (CI) for the association of cigarette smoking variables with breast cancer risk. We found breast cancer to be associated with duration (40 years vs. 0: HR = 1.57; 95%CI = 1.29-1.92), intensity (40 cigarettes per day vs. 0: HR = 1.21; 95%CI = 1.04-1.40), cumulative exposure (40 pack-years vs. 0: HR = 1.19; 95%CI = 1.06-1.13) and latency (40 years since initiation vs. 0: HR = 1.19; 95%CI = 1.10-1.53) of cigarette smoking. Number of years smoked prior to first full-term pregnancy was associated with higher risk of breast cancer than comparative years smoked post-pregnancy (among parous women, 5 years pre pregnancy vs. 0: HR = 1.18; 95%CI = 1.10-1.26). These results strongly support a role for cigarette smoking in breast cancer etiology and emphasize the importance of timing of this exposure.  
16251767	Asthma and the diver.	Clinical reviews in allergy & immunology	2005	train	11	17	0	Asthma and the diver.  Self-contained underwater breathing apparatus (scuba) diving has grown in popularity, with nearly 9 million sport divers in the United States alone. Approximately 7% of the population has been diagnosed with asthma, which is similar to the percentage of divers admitting they have asthma. Numerous concerns exist regarding subjects with asthma who choose to participate in recreational diving. Among these concerns are pulmonary barotrauma, pneumomediastinum, pneumothorax, arterial gas embolism, ear barotrauma, sinus barotrauma, and dental barotrauma. Despite these concerns, a paucity of information exists linking asthma to increased risk of diving complications. However, it has long been the norm to discourage individuals with asthma from participating in recreational scuba diving. This article examines the currently available literature to allow for a more informed decision regarding the possible risks associated with diving and asthma. It examines the underlying physiological principles associated with diving, including Henry's law and Boyle's law, to provide a more intimate understanding on physiological changes occurring in the respiratory system under compressive stress. Finally, this article offers a framework for guiding the patient with asthma who is interested in scuba diving. Under the right circumstances, the patient with asthma can safely participate in recreational diving without apparent increased risk of an asthma-related event.  
34220430	COVID-19: Sleep, Circadian Rhythms and Immunity - Repurposing Drugs and Chronotherapeutics for SARS-CoV-2.	Frontiers in neuroscience	2021	train	15	9	2	COVID-19: Sleep, Circadian Rhythms and Immunity - Repurposing Drugs and Chronotherapeutics for SARS-CoV-2.  The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has affected nearly 28 million people in the United States and has caused more than five hundred thousand deaths as of February 21, 2021. As the novel coronavirus continues to take its toll in the United States and all across the globe, particularly among the elderly (>65 years), clinicians and translational researchers are taking a closer look at the nexus of sleep, circadian rhythms and immunity that may contribute toward a more severe coronavirus disease-19 (COVID-19). SARS-CoV-2-induced multi-organ failure affects both central and peripheral organs, causing increased mortality in the elderly. However, whether differences in sleep, circadian rhythms, and immunity between older and younger individuals contribute to the age-related differences in systemic dysregulation of target organs observed in SARS-CoV-2 infection remain largely unknown. Current literature demonstrates the emerging role of sleep, circadian rhythms, and immunity in the development of chronic pulmonary diseases and respiratory infections in human and mouse models. The exact mechanism underlying acute respiratory distress syndrome (ARDS) and other cardiopulmonary complications in elderly patients in combination with associated comorbidities remain unclear. Nevertheless, understanding the critical role of sleep, circadian clock dysfunction in target organs, and immune status of patients with SARS-CoV-2 may provide novel insights into possible therapies. Chronotherapy is an emerging concept that is gaining attention in sleep medicine. Accumulating evidence suggests that nearly half of all physiological functions follow a strict daily rhythm. However, healthcare professionals rarely take implementing timed-administration of drugs into consideration. In this review, we summarize recent findings directly relating to the contributing roles of sleep, circadian rhythms and immune response in modulating infectious disease processes, and integrate chronotherapy in the discussion of the potential drugs that can be repurposed to improve the treatment and management of COVID-19.  
27635441	Deception Detection: The Relationship of Levels of Trust and Perspective Taking in Real-Time Online and Offline Communication Environments.	Cyberpsychology, behavior and social networking	2016	train	0	0	0	Deception Detection: The Relationship of Levels of Trust and Perspective Taking in Real-Time Online and Offline Communication Environments.  Where humans have been found to detect lies or deception only at the rate of chance in offline face-to-face communication (F2F), computer-mediated communication (CMC) online can elicit higher rates of trust and sharing of personal information than F2F. How do levels of trust and empathetic personality traits like perspective taking (PT) relate to deception detection in real-time CMC compared to F2F? A between groups correlational design (N = 40) demonstrated that, through a paired deceptive conversation task with confederates, levels of participant trust could predict accurate detection online but not offline. Second, participant PT abilities could not predict accurate detection in either conversation medium. Finally, this study found that conversation medium also had no effect on deception detection. This study finds support for the effects of the Truth Bias and online disinhibition in deception, and further implications in law enforcement are discussed.  
19353250	Asthma 1-2-3: a low literacy multimedia tool to educate African American adults about asthma.	Journal of community health	2009	train	4	4	0	Asthma 1-2-3: a low literacy multimedia tool to educate African American adults about asthma.  Asthma 1-2-3 is a newly-developed low-literacy multimedia education tool designed to promote asthma self-care concepts among African American adults. An expert panel (n = 10) informed content development for the tool. The video script and storyboard imagery were shown to 30 African Americans recruited from the American Lung Association, whose reactions and comments guided further revisions. The final version was pilot tested in three diverse community settings in Chicago to determine the efficacy of Asthma 1-2-3 at improving patient understanding of asthma and its symptoms. In all, 130 adults participated in the pilot test. Knowledge scores significantly improved from pretest to posttest following presentation of the developed tool for subjects across all literacy levels (Pretest: Mean = 4.2 [SD = 1.6]; Posttest: M = 6.8 [SD = 2.0], P < 0.001). Symptom pathophysiology concepts were the least understood. Individuals with low literacy had less total knowledge score gains compared to those with marginal and adequate literacy (1.8, 2.6, and 3.2 respectively; P = 0.002). The multimedia tool significantly improved understanding of asthma. Individuals with limited literacy may require additional instruction, repeated viewing, or added tangible cues (i.e. supplementary print materials) to support knowledge retention. In general, feedback from the target population was particularly helpful in the development of the tool and its initial evaluation, and should be considered as a necessary step in the creation of other patient education materials.  
8348054	Diversity in the association between occupation and lung cancer among black and white men.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	1993	train	8	12	2	Diversity in the association between occupation and lung cancer among black and white men.  A population-based case comparison study of incident lung cancer and occupational risk factors was conducted in the tricounty Detroit metropolitan area. Nearly 6000 lung cancer cases and a comparison group of 3600 colon cancer cases were interviewed. This report includes 3792 white and black male lung cancer cases and 1966 black and white colon cancer referents. Cigarette smoking, age at diagnosis, and lifetime work history were assessed to determine the relationship between length of employment in specific occupations and industries and lung cancer. Diverse patterns of association between work history and lung cancer were observed for black and white men. Significant associations were seen between lung cancer and increasing length of employment in the following occupations: for white men, concrete and terrazzo finishers, grinding machine operators, heat treating machine operators, miscellaneous machine operators, truck drivers, driver sales, and laborers; for black men, farm workers, automobile mechanics, painting machine operators, furnace operators, and garbage collectors; for both black and white men, farmers, slicing and cutting machine operators, and garbage collectors. Distinct patterns for black and white men also were observed for length of employment by industry. This study clearly demonstrates the need to include black men in studies of occupational cancer etiology and to evaluate black and white men separately. It also indicates the necessity for cigarette smoking history to accurately assess workplace cancer risks. We propose guidelines for incorporating the use of biomarkers into further studies of occupational cancer epidemiology.  
33049699	Influence of Badminton Practice on Age-Related Changes in Patellar and Achilles Tendons.	Journal of aging and physical activity	2021	train	10	0	0	Influence of Badminton Practice on Age-Related Changes in Patellar and Achilles Tendons.  Regular sport practice could prevent age-related changes in tendinous tissues. The purpose of the study was to investigate the effect of regular badminton practice on patellar and Achilles tendon mechanical properties in senior competitive badminton players (>35 years old) and to compare the results with physically active people matched by age. One hundred ninety-two badminton players and 193 physically active people were divided by age into four groups, between 35 and 44 (U45), between 45 and 54 (U55), between 55 and 64 (U65), and over 65 (O65) years old. A LogiqS8 transducer in elastography mode and a MyotonPRO myotonometer were used to assess patellar and Achilles mechanical properties. Achilles tendon stiffness was higher in the control group than the badminton players for the U45, U55, and O65 age groups (p < .01). Also, the elastography index was higher in the control group than the badminton players for the U45, U55, U65, and O65 age groups (p < .05). In conclusion, regular badminton practice could prevent the decline in mechanical properties of the patellar and Achilles tendons.  
11824216	Is couple therapy indicated for borderline personality disorder?	American journal of psychotherapy	2001	train	6	3	0	Is couple therapy indicated for borderline personality disorder?  The healing aspects of intimate relationships are being recognized by therapists and supported by empirical findings. Little has been written regarding the indications for couple therapy for individuals with borderline personality disorder. This paper proposes a three-level hierarchy for deciding on the suitability of couple therapy for patients with borderline personality disorder. The hierarchy is based on three separate borderline behavioral clusters--impulsive, identity, and affective--that should be utilized to direct the application of couple therapy to specific patients. The three levels are illustrated by case examples. Delineation of the indications for couple therapy for borderline patients will foster further theoretical and empirical work in the area.  
31863117	Sentinel approach to detect emerging causes of work-related respiratory diseases.	Occupational medicine (Oxford, England)	2020	train	12	18	11	Sentinel approach to detect emerging causes of work-related respiratory diseases.  BACKGROUND: The world of work is continually changing, and this could result in new and emerging risks being introduced, including those that may cause work-related respiratory diseases (WRRD). AIMS: To describe recently emerging and new cases of WRRD and the relevant methodology using data in a national occupational respiratory disease surveillance scheme in the UK. METHODS: Incident cases of respiratory diseases reported by physicians to the Surveillance of Work-related and Occupational Respiratory Disease (SWORD) between January 2015 and December 2017 were included. Potentially emerging respiratory hazards manifesting in SWORD data were identified with the following hierarchical approach: (i) new respiratory disease not previously associated with work, (ii) specific exposure/agent not previously associated with WRRD and (iii) industry and/or occupation not previously associated with WRRD. RESULTS: A total of 1215 cases of WRRD were reported to SWORD between January 2015 and December 2017. No new WRRD were identified. Thirteen potentially emerging causes of occupational asthma were identified, including exposures to agents such as ninhydrin. Four potential new causes were identified for interstitial pneumonia, which included wood and brass dust. Two potentially emerging causes of WRRD were identified for inhalational accidents (green coffee and nitrocellulose), hypersensitivity pneumonitis (diphenylmethane diisocyanate and salami mould), rhinitis (morphine and Amaranthus quitensis) and sarcoidosis (prions and horses). CONCLUSIONS: Continuous monitoring and reporting of any new work-related disease is a critical function of any occupational disease reporting scheme. Potential emerging causes of work-related health risks have been identified by using a simple and systematic way of detecting emerging causes of WRRDs.  
9669540	Priapism following trazodone overdose with cocaine use.	Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists	1998	train	10	8	7	Priapism following trazodone overdose with cocaine use.  Priapism is a urologic disorder and medical emergency with a variety of known etiologies including the use of psychotropic medications. The antidepressant trazodone is the agent most frequently implicated in the precipitation of priapism. Additionally, a number of drugs of abuse including marijuana, ethanol, and cocaine have been known to cause the disorder. It is unknown if drugs may act in an additive or a synergistic manner to cause priapism. We report a case of priapism which occurred following trazodone overdose in an individual actively using cocaine. This case suggests that combined trazodone and cocaine use may pose an additional risk of priapism. Since trazodone is commonly employed as a hypnotic and often chosen for polysubstance abusers due to its low abuse potential, clinicians should be aware of the possible additive risk of priapism in this patient population.  
26472538	Ten years of experience with intravesical and intrasphincteric onabotulinumtoxinA in children.	Journal of pediatric urology	2016	train	0	17	0	Ten years of experience with intravesical and intrasphincteric onabotulinumtoxinA in children.  OBJECTIVE: To review 10 years of experience with both intravesical and intrasphincteric onabotulinumtoxinA (Botox((R))) injections in children. PATIENTS AND METHODS: Fifty three children aged between 1 and 18 years at first injection had a combined total of 134 injections (106 intravesical, 23 intrasphincteric and five combined) between January 2004 and December 2013 at Princess Margaret Hospital. Follow-up occurred 3 months post procedure, and then 3-6 monthly. Response to Botox was graded according to the International Children's Continence Society (ICCS) response to treatment scale. Response time was the time that the injection remained effective before symptoms relapsed to the ICCS 'no response' category Neveus et al., 2006. RESULTS: Median response times to Botox by pathology are summarised in Table 1. For detrusor overactivity (DO), the response after each Botox injection was in the ICCS '>90% symptom reduction' category Neveus et al., 2006. Two children had sustained responses to Botox for a tenth and eleventh injection, respectively. A total of 45% of children receiving intrasphincteric Botox for chronic dysfunctional voiding (DV) or detrusor sphincter dyssynergia (DSD) had no symptom recurrence. Intravesical Botox was effective for treating new-onset hydronephrosis secondary to neurogenic bladder in one child. Intravesical Botox had a sustained effect over five injections in eliminating trigonal hypersensitivity and pain with CIC in one child. Episodes of severe autonomic dysreflexia in one child with a high cord transection were effectively eliminated by intravesical Botox, and were sustained over three injections. Thirteen of the 134 Botox injections (9.7%) had a symptomatic culture-positive urinary tract infection (UTI) in the 2 weeks following injection. All had a history of previous UTI. Three children (2.8%) developed urinary retention after intravesical injection. DISCUSSION: Intravesical Botox remained effective after up to eleven injections. In children with DV or DSD, the response to Botox was more variable, but 45% experienced symptom resolution with no recurrence. Trigonal hypersensitivity with CIC improved in a child after Botox. Botox may confer long-term bladder and upper tract protection in the neurogenic patient group. Severe episodes of autonomic dysreflexia triggered by bladder fill in a child with high cord lesion were eliminated by intravesical Botox. CONCLUSION: This study demonstrated that intravesical Botox remained effective in response quality and response time in children up to an eleventh injection. This is one of the longer follow-up studies in children published to date. Botox was effective in numbing trigonal hypersensitivity, treating new-onset hydronephrosis secondary to neurogenic bladder, and eliminating episodes of autonomic dysreflexia in one patient each.  
